Lead_ID,Company_Name,Industry,Company_Size,Location,Lead_Source,Service_Interest,Annual_Revenue_Cr,Lead_Created_Date,Lead_Stage,Follow_Up_Status,Next_Follow_Up_Date,Sales_Rep_ID,Deal_Value,Conversion
L1668,Vista Solutions,FinTech,201-500,Bangalore,Website,Cloud Services,,2026-08-10,Meeting,Follow-up Required,2026-10-07,SR08,,No
L1669,Sapphire Cloudware,SaaS,51-200,Gurgaon,LinkedIn,Cloud Services,59.5,2026-08-10,Qualified,Waiting for Response,2026-09-01,SR03,,No
L1670,Optima Health,Healthcare,1-50,Bengaluru,Website,Cloud Services,6.9,2026-08-10,Proposal,Follow-up Required,2026-10-08,SR08,250000.0,No
L1671,Quest Capital Tech,FinTech,1-50,Chennai ,Cold Calling,Cloud Services,9.8,2026-08-10,Qualified,Waiting for Response,2026-09-19,SR04,,No
L1672,Cobalt Retail Tech,E-commerce,51-200,Jaipur,Email Campaign,Digital Transformation,46.3,2026-08-10,New,Follow-up Required,2026-10-08,SR03,,No
L1673,Aurora Care Systems,Healthcare,1-50,Gurgaon,Events,Digital Transformation,8.9,2026-08-10,Contacted,Contacted,2026-09-15,SR01,,No
L1674,Meridian Finserv,FinTech,51-200,Jaipur,website,Cloud Services,10.1,2026-08-10,New,Follow-up Required,2026-09-21,SR10,,No
L1675,Ridge Brands, Retail,501-1000,Bengaluru,Website,Cloud Services,587.2,2026-08-10,New,Follow-up Required,2026-09-27,SR04,,No
L1676,Vertex Commerce,E-commerce,1-50,Gurgaon,Website,Cloud Services,14.0,2026-08-10,Contacted,Follow-up Required,10/10/2026,SR01,,No
L1677,Lotus Brands,Retail,51-200,Jaipur,Cold Calling,Software Development,39.2,2026-08-10,New,Follow-up Required,2026-09-29,SR03,,No
L1678,Titan Academy Systems,Education,501-1000,Delhi,Website,Software Development,582.6,2026-08-11,Qualified,Waiting for Response,2026-09-09,SR03,,No
L1679,Lotus Learning,EDUCATION,1-50,Mumbai,Cold Calling,Software Development,12.3,2026-08-11,Contacted,Waiting for Response,2026-09-16,SR02,,No
L1680,Himalaya Diagnostics,Healthcare,501-1000,Mumbai,LinkedIn,Cloud Services,558.4,2026-08-11,New,Follow-up Required,2026-09-19,SR02,,No
L1681,Willow Industries,SaaS,51-200,Jaipur,Cold Calling,Cloud Services,25.9,2026-08-11,New,Follow-up Required,2026-09-20,SR03,,No
L1682,Apex Retail Tech,E-commerce,1-50,Bengaluru,Referral,Software Development,3.3,2026-08-11,New,Follow-up Required,2026-09-23,SR08,,No
L1683,Lotus Stores,Retail,1000+,Bengaluru,Email Campaign,Software Development,2643.0,2026-08-11,Contacted,Follow-up Required,2026-09-03,SR04,,No
L1684,Zeal Capital Tech,FinTech,201-500,Pune,Events,Cybersecurity,138.5,2026-08-11,Meeting,Meeting Scheduled,2026-10-01,SR06,,No
L1685,Uday Apps,SaaS,201-500,Mumbai,Cold Calling,Cloud Services,143.0,2026-08-12,Contacted,Waiting for Response,2026-09-05,SR09,,No
L1686,Yonder Platforms,SaaS,201-500,Noida,Referral,Cloud Services,80.6,2026-08-12,Qualified,Contacted,2026-09-23,SR10,,No
L1687,Garuda Mart,Retail,51-200,Mumbai,Referral,Cloud Services,50.3,2026-08-12,Qualified,Waiting for Response,2026-10-08,SR06,,No
L1688,Zephyr Group,Education,51-200,Ahmedabad,LinkedIn,Software Development,,2026-08-12,Meeting,Contacted,2026-09-30,SR02,,No
L1689,Meridian Mart,Retail,501-1000,Ahmedabad,Events,Digital Transformation,541.0,2026-08-12,Meeting,Meeting Scheduled,2026-09-29,SR09,,No
L1690,Urban Platforms,SaaS,501-1000,Gurgaon,LinkedIn,DevOps,313.0,2026-08-12,Proposal,Closed,,SR03,1540000.0,No
L1691,Quantum Technologies,SaaS,51-200,Ahmedabad,Cold Calling,Cloud Services,17.8,2026-08-12,Qualified,Waiting for Response,2026-09-24,SR02,,No
L1692,Lumina Wealth Tech,FinTech,201-500,Chennai,Referral,Software Development,134.3,2026-08-12,Meeting,Follow-up Required,26/09/2026,SR04,,No
L1693,Falcon Enterprises,E-commerce,51-200,Delhi,Cold Calling,Cloud Services,26.3,2026-08-12,Qualified,Not Interested,,SR01,,No
L1694,Ishaan Solutions,SaaS,201-500,Pune,EMAIL CAMPAIGN,DevOps,163.5,2026-08-12,Contacted,Waiting for Response,2026-09-27,SR06,,No
L1695,Wavelet EdTech,Education,51-200,Pune,LinkedIn,Cybersecurity,27.4,2026-08-12,Contacted,Waiting for Response,2026-09-25,SR06,,No
L1696,Xenon Global, FinTech,201-500,Chennai,Email Campaign,Software Development,72.8,2026-08-12,New,Follow-up Required,2026-10-04,SR04,,No
L1697,Dhruv Online,E-commerce,201-500,Mumbai,Website,Software Development,127.7,2026-08-12,New,Follow-up Required,2026-09-06,SR06,,No
L1698,Aurora Supply Chain,Logistics,501-1000,Gurgaon,Events,Digital Transformation,155.8,2026-08-12,Contacted,Waiting for Response,2026-10-10,SR10,,No
L1699,Quartz Industries,Manufacturing ,501-1000,Bengaluru,Email Campaign,Digital Transformation,501.8,2026-08-13,Meeting,Contacted,2026-09-22,SR07,,No
L1700,Helix Cloudware,SaaS,1-50,Mumbai,Email Campaign,DevOps,2.5,2026-08-13,Qualified,Contacted,2026-10-01,SR06,,No
L1701,Delta Manufacturing, Manufacturing,51-200,Hyderabad,WEBSITE,Cybersecurity,38.7,2026-08-13,Qualified,Contacted,2026-09-19,SR08,,No
L1702,Sapphire Global,Retail,1-50,Delhi,Google Search,Cloud Services,12.8,2026-08-13,Contacted,Contacted,2026-09-19,SR10,,No
L1703,Crest Supply Chain,Logistics,1-50,Delhi,Cold Calling,Software Development,7.9,2026-08-13,Contacted,Waiting for Response,2026-09-28,SR10,,No
L1704,Himalaya Knowledge,Education,201-500,Noida ,LinkedIn,Digital Transformation,116.7,2026-08-13,New,Follow-up Required,2026-09-28,SR01,,No
L1705,Glide Stores,Retail,51-200,Pune,LinkedIn,Digital Transformation,23.3,2026-08-13,Contacted,Waiting for Response,2026-10-02,SR06,,No
L1706,Ember Learning,Education,1000+,Delhi,Cold Calling,Digital Transformation,1719.6,2026-08-14,Qualified,Follow-up Required,2026-09-25,SR01,,No
L1707,Titan Marketplace,E-commerce,201-500,Bengaluru,Google Search,Cybersecurity,97.0,2026-08-14,Contacted,Contacted,2026-09-22,SR04,,No
L1708,Crest Global,E-commerce,1-50,Chennai,Google Search,DevOps,2.8,2026-08-14,Qualified,Waiting for Response,2026-10-07,SR07,,No
L1709,Urban Mart,Retail,501-1000,Jaipur,Cold Calling,Software Development,299.2,2026-08-14,New,Follow-up Required,2026-09-21,SR10,,No
L1710,Pulse Labs,Retail,51-200,Delhi,Events,Digital Transformation,33.5,2026-08-14,Contacted,Not Interested,,SR10,,No
L1711,Evergreen Manufacturing,Manufacturing,201-500,Gurgaon,Referral,Software Development,132.7,2026-08-14,Meeting,Not Interested,,SR05,,No
L1712,Banyan Systems,E-commerce,1000+,Pune,Referral,DevOps,1726.6,2026-08-14,Contacted,Contacted,2026-10-07,SR09,,No
L1713,Ridge Technologies,E-commerce,51-200,Mumbai,Cold Calling,Software Development,22.6,2026-08-14,New,Follow-up Required,2026-10-04,SR06,,No
L1714,Vivid Diagnostics,Healthcare,201-500,Pune,Website,Cloud Services,69.7,2026-08-14,New,Follow-up Required,2026-09-23,SR06,,No
L1715,Cobalt Marketplace,E-commerce,1-50,Ahmedabad,Website,Software Development,5.4,2026-08-14,New,Follow-up Required,2026-10-10,SR02,,No
L1716,Quest Commerce,E-commerce,1-50,Bengaluru,Website,Cloud Services,11.4,2026-08-15,Meeting,Meeting Scheduled,2026-09-26,SR07,,No
L1717,Spark Marketplace ,E-commerce,1000+,Gurugram,LinkedIn,Cloud Services,508.1,2026-08-15,Contacted,Contacted,2026-08-31,SR01,,No
L1718,Nimbus Marketplace,E-commerce,51-200,Pune,Events,Software Development,43.0,2026-08-15,Contacted,Not Interested,,SR02,,No
L1719,Crest Learning,Education,201-500,Jaipur,Website,Digital Transformation,139.0,2026-08-15,New,Follow-up Required,03/10/2026,SR10,,No
L1720,Meridian Academy Systems,Education,1-50,Bengaluru,Website,Digital Transformation,9.5,2026-08-15,New,Follow-up Required,2026-10-05,SR08,,No
L1721,Madhav EdTech,Education,1-50,Mumbai,LinkedIn,Digital Transformation,7.3,2026-08-15,Contacted,Not Interested,,SR06,,No
L1722,Drift Commerce,E-commerce,51-200,Bengaluru,LinkedIn,DevOps,38.3,2026-08-15,Meeting,Waiting for Response,2026-09-10,SR08,,No
L1723,Indus Industrial,manufacturing,201-500,Chennai,LinkedIn,Digital Transformation,166.4,2026-08-15,New,Follow-up Required,2026-09-22,SR07,,No
L1724,Titan Systems,SaaS,51-200,Mumbai,Referral,DevOps,54.7,2026-08-15,Meeting,Meeting Scheduled,02/10/2026,SR09,,No
L1725,Solace Cargo,Logistics,51-200,Hyderabad,LinkedIn,DevOps,24.3,2026-08-15,Contacted,Contacted,2026-09-24,SR07,,No
L1726,Umbra Softech,Logistics,51-200,Gurgaon,Events,Software Development,38.6,2026-08-15,Qualified,Meeting Scheduled,2026-10-03,SR05,,No
L1727,Aryan Diagnostics,Healthcare,51-200,,LinkedIn,Cybersecurity,38.7,2026-08-15,New,Follow-up Required,2026-09-27,SR10,,No
L1728,Ion Labs,FinTech,201-500,Jaipur,Email Campaign,Cybersecurity,82.8,2026-08-15,New,Follow-up Required,2026-09-20,SR05,,No
L1729,Delta Software,SaaS,1000+,Noida,LinkedIn,Cloud Services,1099.6,2026-08-16,Proposal,Follow-up Required,2026-09-19,SR01,2140000.0,No
L1730,Alpine Marketplace,E-commerce,1000+,Gurgaon,Cold Calling,Software Development,2356.6,2026-08-16,Qualified,Contacted,2026-10-03,SR01,,No
L1731,Flux Engineering,Manufacturing,1-50,Hyderabad,LinkedIn,Cybersecurity,10.2,2026-08-16,New,Follow-up Required,2026-10-02,SR04,,No
L1732,Loop Care Systems,Healthcare,1-50,Gurgaon,Google Search,Digital Transformation,14.0,2026-08-16,New,Follow-up Required,2026-10-09,SR01,,No
L1733,Ion Platforms,SaaS,1-50,Noida,Email Campaign,Cybersecurity,7.0,2026-08-16,Qualified,Waiting for Response,2026-09-25,SR05,,No
L1734,Nexora EdTech,Education,1-50,Noida,Email Campaign,Digital Transformation,2.7,2026-08-16,New,Follow-up Required,2026-09-19,SR03,,No
L1735,Ridge Industrial,Manufacturing,1-50,Pune,COLD CALLING,Digital Transformation,3.8,2026-08-16,New,Follow-up Required,2026-10-04,SR02,,No
L1736,Evergreen Retail, Retail,201-500,Hyderabad,Email Campaign,Software Development,83.7,2026-08-16,New,Follow-up Required,2026-09-19,SR04,,No
L1737,Summit Wealth Tech,FinTech,51-200,New Delhi,Cold Calling,DevOps,12.1,2026-08-16,Contacted,Waiting for Response,2026-09-30,SR01,,No
L1738,Ishaan Mart,Retail,1-50,,LinkedIn,Cloud Services,,2026-08-17,New,Follow-up Required,2026-09-03,SR06,,No
L1739,Onyx Care Systems,Healthcare,1-50,Hyderabad,Website,Digital Transformation,8.7,2026-08-17,New,Follow-up Required,2026-09-05,SR07,,No
L1740,Vivid Online,E-commerce,1-50,Mumbai,Events,Software Development,13.3,2026-08-17,New,Follow-up Required,2026-09-30,SR06,,No
L1741,Uday Online,E-commerce,201-500,Delhi,Cold Calling,Software Development,,2026-08-17,New,Follow-up Required,2026-10-06,SR01,,No
L1742,Delta Wealth Tech,FinTech,51-200,Bengaluru,Cold Calling,Cybersecurity,27.4,2026-08-17,New,Follow-up Required,2026-09-26,SR08,,No
L1743,Loop Industries,Manufacturing,51-200,Mumbai,Email Campaign,Digital Transformation,40.3,2026-08-17,New,Follow-up Required,2026-09-19,SR09,,No
L1744,Trident Ventures,saas,51-200,Pune,Email Campaign,Cybersecurity,50.1,2026-08-17,Contacted,Not Interested,,SR06,,No
L1745,Mosaic Pvt Ltd,SaaS,51-200,Gurgaon,Google Search,DevOps,38.6,2026-08-17,Qualified,Waiting for Response,2026-10-04,SR01,,No
L1746,Relay EdTech,Education,51-200,Hyderabad,Cold Calling,Software Development,54.3,2026-08-17,New,Follow-up Required,2026-09-19,SR04,,No
L1747,Madhav Diagnostics,Healthcare,501-1000,,Google Search,Cybersecurity,580.9,2026-08-17,Proposal,Not Interested,,SR04,2050000.0,No
L1748,Pulse Learning,Education,501-1000,Gurgaon,Referral,Cloud Services,524.4,2026-08-17,Contacted,Contacted,2026-09-18,SR05,,No
L1749,Garuda Supply Chain,Logistics,1-50,Ahmedabad,Cold Calling,Software Development,5.4,2026-08-17,New,Follow-up Required,2026-09-26,SR02,,No
L1750,Quest MedTech,Healthcare,51-200,Pune,Email Campaign,Cybersecurity,14.8,2026-08-18,Contacted,Contacted,2026-09-27,SR09,,No
L1751,Kinetic Networks,FinTech,501-1000,Hyderabad,Referral,DevOps,171.4,2026-08-18,Contacted,Follow-up Required,2026-10-08,SR07,,No
L1752,Vayu Marketplace,E-COMMERCE,201-500,Jaipur,LinkedIn,Software Development,94.5,2026-08-18,Qualified,Not Interested,,SR03,,No
L1753,Meridian Payments,FinTech,1-50,Mumbai,Website,Cybersecurity,6.7,2026-08-18,Contacted,Follow-up Required,2026-09-05,SR02,,No
L1754,Summit Group,Education,501-1000,Mumbai,Cold Calling,Software Development,415.1,2026-08-18,Contacted,Follow-up Required,2026-10-08,SR06,,No
L1755,Evergreen Systems,FinTech,1-50,Delhi,Cold Calling,Cloud Services,2.7,2026-08-18,Contacted,Waiting for Response,2026-10-04,SR03,,No
L1756,Radiant Care Systems,Healthcare,51-200,Gurgaon,LinkedIn,Digital Transformation,50.2,2026-08-18,New,Follow-up Required,2026-09-03,SR01,,No
L1757,Onyx MedTech,Healthcare,201-500,Mumbai ,Cold Calling,DevOps,130.0,2026-08-18,Contacted,Waiting for Response,2026-09-30,SR09,,No
L1758,Sagar Software,SaaS,1000+,Pune,Cold Calling,Cloud Services,1278.9,2026-08-19,New,Follow-up Required,2026-10-05,SR02,,No
L1759,Oasis Industrial,Manufacturing,1-50,Delhi,Cold Calling,Digital Transformation,14.0,2026-08-19,Qualified,Not Interested,,SR03,,No
L1760,Dhruv Commerce,E-commerce,501-1000,Pune,LinkedIn,Cloud Services,570.1,2026-08-19,Qualified,Follow-up Required,2026-09-21,SR02,,No
L1761,Relay Wealth Tech,FinTech,51-200,Bengaluru,Email Campaign,Cybersecurity,40.8,2026-08-19,Contacted,Follow-up Required,2026-10-02,SR04,,No
L1762,Chakra Software,SaaS,201-500,Pune,Email Campaign,Cybersecurity,88.3,2026-08-19,Contacted,Not Interested,,SR06,,No
L1763,Alpine MedTech,Healthcare,1-50,Chennai,Google Search,Cloud Services,10.7,2026-08-19,Proposal,Follow-up Required,2026-10-01,SR08,390000.0,No
L1764,Vayu Learning,Education,51-200,Hyderabad,Email Campaign,Digital Transformation,15.2,2026-08-19,New,Follow-up Required,2026-09-23,SR08,,No
L1765,Gravity Freight,Logistics,201-500,Bengaluru,Cold Calling,Software Development,90.5,2026-08-20,Contacted,Waiting for Response,2026-10-01,SR07,,No
L1766,Quartz Health,Healthcare,51-200,Mumbai,Events,Cybersecurity,51.1,2026-08-20,New,Follow-up Required,2026-09-24,SR02,,No
L1767,Alpine Industrial,Manufacturing,501-1000,,Website,DevOps,598.9,2026-08-20,New,Follow-up Required,2026-10-08,SR10,,No
L1768,Narmada Online,E-commerce,1000+,Hyderabad,REFERRAL,Cloud Services,1658.9,2026-08-20,Won,Closed,,SR07,1895000.0,Yes
L1769,Dhruv Software,SaaS,1000+,Ahmedabad,Google Search,Cloud Services,1806.1,2026-08-20,Contacted,Not Interested,,SR09,,No
L1770,Jade Pvt Ltd,SaaS,201-500,Bengaluru,Email Campaign,Software Development,148.7,2026-08-20,Contacted,Contacted,2026-09-21,SR07,,No
L1771,Zephyr Systems,Logistics,51-200,Hyderabad,Website,Software Development,37.5,2026-08-20,New,Follow-up Required,2026-09-24,SR07,,No
L1772,Indus Supply Chain,Logistics,51-200,Pune ,Referral,Digital Transformation,17.4,2026-08-20,Meeting,Not Interested,,SR02,,No
L1773,Ekam MedTech,Healthcare,501-1000,Ahmedabad,Email Campaign,Cloud Services,353.8,20/08/2026,Qualified,Meeting Scheduled,2026-09-19,SR06,,No
L1774,Titan Cloudware,SaaS,51-200,Mumbai,LinkedIn,Cloud Services,38.3,2026-08-20,New,Follow-up Required,2026-10-07,SR06,,No
L1775,Thrive Cargo,Logistics,1000+,Hyderabad,Referral,Software Development,2219.2,2026-08-21,Qualified,Waiting for Response,2026-09-03,SR04,,No
L1776,Summit Apps,SaaS,1-50,Ahmedabad,Cold Calling,Digital Transformation,,2026-08-21,New,Follow-up Required,2026-10-06,SR09,,No
L1777,Chakra EdTech,Education,201-500,Gurgaon,LinkedIn,Digital Transformation,122.5,2026-08-21,New,Follow-up Required,2026-09-26,SR05,,No
L1778,Garuda Wealth Tech,FinTech,201-500,Gurgaon,Cold Calling,Cloud Services,125.4,2026-08-21,New,Follow-up Required,2026-09-12,SR03,,No
L1779,Sagar Wealth Tech,FinTech,51-200,Chennai,COLD CALLING,Cloud Services,13.7,2026-08-21,New,Follow-up Required,2026-10-03,SR08,,No
L1780,Novus Group,SaaS,51-200,Gurgaon,Events,DevOps,55.9,2026-08-21,Contacted,Follow-up Required,2026-09-23,SR05,,No
L1781,Oasis Online,E-commerce,1-50,Mumbai,LinkedIn,Software Development,8.0,2026-08-22,New,Follow-up Required,2026-09-23,SR02,,No
L1782,Lumina Enterprises,SaaS,201-500,Mumbai,Google Search,Cybersecurity,119.3,2026-08-22,Proposal,Waiting for Response,2026-10-10,SR09,645000.0,No
L1783,Bolt Networks,E-commerce,201-500,Noida,LinkedIn,Cloud Services,177.4,2026-08-22,New,Follow-up Required,2026-10-08,SR10,,No
L1784,Bolt Systems,FinTech,1000+,Jaipur,Cold Calling,Digital Transformation,2324.8,2026-08-22,Contacted,Waiting for Response,2026-09-19,SR10,,No
L1785,Drift Ventures,E-commerce,1-50,Mumbai,Website,DevOps,,2026-08-22,New,Follow-up Required,2026-09-25,SR02,,No
L1786,Tundra Care Systems,Healthcare,1000+,Delhi,REFERRAL,Digital Transformation,1411.8,2026-08-22,Contacted,Contacted,2026-09-30,SR01,,No
L1787,Flux Technologies,Manufacturing,201-500,Bengaluru,Cold Calling,DevOps,182.6,2026-08-22,New,Follow-up Required,2026-09-28,SR07,,No
L1788,Jade Manufacturing,Manufacturing,1-50,Gurgaon,Website,Software Development,11.1,2026-08-23,New,Follow-up Required,2026-09-16,SR05,,No
L1789,Horizon Finserv,FinTech,201-500,Noida,LinkedIn,Cybersecurity,96.5,2026-08-23,New,Follow-up Required,2026-09-13,SR05,,No
L1790,Trident Industrial,Manufacturing,51-200,Pune,Website,Digital Transformation,21.5,2026-08-23,Contacted,Not Interested,,SR09,,No
L1791,Narmada Technologies,SaaS,201-500,Delhi,Cold Calling,Software Development,136.4,2026-08-23,Qualified,Waiting for Response,2026-09-27,SR03,,No
L1792,Kinetic Enterprises ,SaaS,51-200,Delhi,LinkedIn,DevOps,37.6,2026-08-23,New,Follow-up Required,2026-10-10,SR05,,No
L1793,Orbit Group,SaaS,501-1000,,Cold Calling,Software Development,477.8,2026-08-23,New,Follow-up Required,2026-10-06,SR08,,No
L1794,Hive MedTech,Healthcare,201-500,Gurgaon,Email Campaign,Digital Transformation,135.1,2026-08-23,New,Follow-up Required,2026-10-06,SR05,,No
L1795,Quest Wealth Tech,FinTech,1000+,Delhi,Email Campaign,Digital Transformation,565.4,2026-08-23,New,Follow-up Required,2026-09-20,SR05,,No
L1796,Tundra Networks,E-commerce,201-500,Delhi,Website,Cybersecurity,58.8,2026-08-23,Contacted,Contacted,2026-09-23,SR01,,No
L1797,Trident Platforms,SAAS,1000+,Bengaluru,Referral,Digital Transformation,2054.0,2026-08-23,New,Follow-up Required,2026-09-19,SR07,,No
L1798,Harbor MedTech ,Healthcare,51-200,Mumbai,Google Search,Digital Transformation,38.5,2026-08-24,Qualified,Not Interested,,SR09,,No
L1799,Gravity Commerce,E-commerce,1-50,Delhi,LinkedIn,Software Development,9.0,2026-08-24,New,Follow-up Required,2026-09-16,SR03,,No
L1800,Zest Finserv,FinTech,501-1000,Pune,Website,Cybersecurity,187.3,2026-08-24,New,Follow-up Required,2026-09-19,SR09,,No
L1801,Indus MedTech,Healthcare,51-200,Chennai,Referral,Cloud Services,30.5,2026-08-24,Qualified,Follow-up Required,2026-09-20,SR07,,No
L1802,Nexora Group,Retail,1-50,Gurgaon,Google Search,Digital Transformation,10.1,2026-08-24,Contacted,Not Interested,,SR01,,No
L1803,Quest Cargo,Logistics,1-50,Bengaluru,Cold Calling,Digital Transformation,6.7,2026-08-24,New,Follow-up Required,2026-09-05,SR08,,No
L1804,Astra Pvt Ltd,Logistics,201-500,Delhi,Cold Calling,Software Development,106.0,2026-08-24,New,Follow-up Required,2026-09-30,SR05,,No
L1805,Urban Solutions ,Healthcare,51-200,Gurgaon,Events,Cloud Services,58.6,2026-08-24,New,Follow-up Required,2026-09-01,SR05,,No
L1806,Bharat Cloudware,SaaS,51-200,Delhi,Google Search,Software Development,14.6,2026-08-24,New,Follow-up Required,2026-09-20,SR03,,No
L1807,Relay Technologies,E-commerce,201-500,Delhi,Events,Cybersecurity,102.4,2026-08-24,Contacted,Waiting for Response,2026-10-10,SR03,,No
L1808,Lumina Finserv,FinTech,501-1000,Bengaluru,Website,Cybersecurity,247.8,2026-08-24,New,Follow-up Required,2026-10-04,SR07,,No
L1809,Ridge Platforms,SaaS,51-200,Pune,Website,DevOps,49.3,2026-08-25,New,Follow-up Required,2026-09-19,SR02,,No
L1810,Paragon Learning,Education,201-500,Mumbai,Email Campaign,Software Development,183.7,2026-08-25,New,Follow-up Required,2026-09-26,SR02,,No
L1811,Mantra Care Systems,Healthcare,1-50,,LinkedIn,Cybersecurity,6.7,2026-08-25,Contacted,Waiting for Response,2026-09-29,SR03,,No
L1812,Quartz Payments,fintech,201-500,Hyderabad,Events,Digital Transformation,190.4,2026-08-26,Contacted,Waiting for Response,2026-09-20,SR07,,No
L1813,Helix Commerce,E-commerce,201-500,Delhi,Email Campaign,Cloud Services,42.0,2026-08-26,Contacted,Contacted,2026-09-19,SR10,,No
L1814,Narmada Payments,FinTech,201-500,Chennai,LinkedIn,DevOps,46.1,2026-08-26,Meeting,Meeting Scheduled,2026-10-01,SR08,,No
L1815,Mosaic Care Systems,Healthcare,51-200,Delhi,LINKEDIN,Digital Transformation,41.9,2026-08-26,New,Follow-up Required,2026-09-26,SR01,,No
L1816,Zephyr Logistics,Logistics,51-200,,LinkedIn,Digital Transformation,56.4,2026-08-26,Contacted,Contacted,2026-10-09,SR04,,No
L1817,Prism Commerce,E-commerce,1-50,Pune,Referral,Software Development,13.2,2026-08-26,Qualified,Follow-up Required,2026-10-01,SR06,,No
L1818,Himalaya Capital Tech,FinTech,201-500,Noida,Website,Cybersecurity,,2026-08-26,New,Follow-up Required,2026-09-30,SR01,,No
L1819,Zenith Softech,E-commerce,501-1000,Ahmedabad,Cold Calling,Software Development,465.9,2026-08-26,New,Follow-up Required,2026-09-07,SR09,,No
L1820,Uday Commerce,E-commerce,51-200,Pune,Google Search,Software Development,,2026-08-26,New,Follow-up Required,2026-09-18,SR06,,No
L1821,Tundra Retail Tech ,E-commerce,1000+,Chennai,Referral,DevOps,1617.0,2026-08-26,Contacted,Waiting for Response,2026-09-28,SR07,,No
